time,measurement_mode_x,measurement_range_x,bt_x,bx_gse_x,by_gse_x,bz_gse_x,theta_gse_x,phi_gse_x,bx_gsm_x,by_gsm_x,bz_gsm_x,theta_gsm_x,phi_gsm_x,backfill_flag_x,future_packet_time_flag_x,old_packet_time_flag_x,fill_flag_x,possible_saturation_flag_x,calibration_mode_flag_x,maneuver_flag_x,low_sample_count_flag_x,proton_vx_gse,proton_vy_gse,proton_vz_gse,proton_vx_gsm,proton_vy_gsm,proton_vz_gsm,proton_speed,proton_density,proton_temperature,alpha_vx_gse,alpha_vy_gse,alpha_vz_gse,alpha_vx_gsm,alpha_vy_gsm,alpha_vz_gsm,alpha_speed,alpha_density,alpha_temperature,backfill_flag,future_packet_time_flag,old_packet_time_flag,fill_flag,normal_mode_flag,proton_peak_unresolved_flag,proton_alpha_confusion_flag,proton_out_of_range_high_flag,proton_out_of_range_low_flag,proton_out_of_range_unknown_flag,proton_peak_unbounded_flag,alpha_peak_unresolved_flag,alpha_proton_confusion_flag,alpha_out_of_range_high_flag,alpha_out_of_range_unknown_flag,alpha_peak_unbounded_flag,alpha_position_low_flag,alpha_position_high_flag,alpha_peak_height_flag,possible_second_proton_peak_flag,large_flow_angle_flag,unexpected_peak_location_right_flag,unexpected_peak_location_left_flag,proton_peak_loss_flag,calibration_mode_flag,maneuver_flag,reduced_proton_quality_flag,alpha_peak_loss_flag,reduced_alpha_quality_flag,bad_proton_speed_flag,bad_proton_density_flag,bad_proton_temperature_flag,bad_proton_vx_gse_flag,bad_proton_vy_gse_flag,bad_proton_vz_gse_flag,bad_proton_vx_gsm_flag,bad_proton_proton_vy_gsm_flag,bad_vz_gsm_flag,bad_alpha_speed_flag,bad_alpha_density_flag,bad_alpha_temperature_flag,bad_alpha_vx_gse_flag,bad_alpha_vy_gse_flag,bad_alpha_vz_gse_flag,bad_alpha_vx_gsm_flag,bad_alpha_vy_gsm_flag,bad_alpha_vz_gsm_flag
1696306005619,0,1,3.16925,-1.08105,2.32129,-1.86737,-36.10138,114.97185,-1.08105,1.46869,-2.592,-54.87089,126.35545,0,0,0,0,0,0,0,0,-423.8,-10.0,-7.8,-423.8,-12.2,-3.6,424.0,,74804.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696306142679,0,1,4.06555,-0.76411,2.76707,-2.87892,-45.08261,105.43717,-0.76411,1.50386,-3.69909,-65.4862,116.93506,0,0,0,0,0,0,0,0,-425.6,-10.1,-7.9,-425.6,-12.3,-3.6,425.8,,67376.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696306411699,0,1,4.06937,-1.44364,3.64527,1.08981,15.53388,111.60509,-1.44364,3.78856,-0.35005,-4.93466,110.85948,0,0,0,0,0,0,0,0,-501.6,-11.9,-9.3,-501.6,-14.5,-4.2,501.9,,9063.0,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696306548139,0,1,4.15646,-1.80986,3.20252,1.93505,27.74598,119.47244,-1.80986,3.69438,0.59339,8.20773,116.10009,0,0,0,0,0,0,0,0,-441.7,-10.5,-8.2,-441.7,-12.8,-3.7,441.9,1.75,173565.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696306931639,0,1,4.02703,-1.44738,3.68437,-0.73989,-10.58709,111.44705,-1.44738,3.12885,-2.08143,-31.12225,114.82492,0,0,0,0,0,0,0,0,-451.6,-10.7,-8.4,-451.6,-13.1,-3.7,451.8,1.14,18714.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696307223679,0,1,4.34794,-1.82061,3.93056,-0.37507,-4.94872,114.85333,-1.82061,3.48852,-1.84936,-25.17234,117.55944,0,0,0,0,0,0,0,0,-422.3,-10.0,-7.7,-422.3,-12.2,-3.3,422.5,,59494.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696307260139,0,1,4.24568,-1.80262,3.82972,-0.33103,-4.47185,115.20595,-1.80262,3.41142,-1.77161,-24.66251,117.85228,0,0,0,0,0,0,0,0,-440.4,-10.4,-8.1,-440.4,-12.7,-3.5,440.6,1.34,206563.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696307533639,0,1,4.50883,-1.40211,4.12737,1.15258,14.81077,108.76311,-1.40211,4.25253,-0.5288,-6.73522,108.24797,0,0,0,0,0,0,0,0,-427.2,-10.1,-7.9,-427.2,-12.4,-3.4,427.4,1.06,62229.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696307539179,0,1,4.53595,-1.16425,4.25661,1.04909,13.37269,105.29719,-1.16425,4.3318,-0.67442,-8.55066,105.0438,0,0,0,0,0,0,0,0,-441.9,-10.5,-8.2,-441.9,-12.8,-3.5,442.1,1.45,183331.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696308323659,0,1,4.46401,-0.68917,3.68994,2.41594,32.76558,100.5792,-0.68917,4.34374,0.76442,9.85996,99.01527,0,0,0,0,0,0,0,0,-425.7,-10.1,-7.9,-425.7,-12.4,-3.2,425.9,1.06,66021.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696308460719,0,1,4.38351,-0.70915,3.95616,1.74957,23.52351,100.16243,-0.70915,4.32558,0.03997,0.52238,99.31042,0,0,0,0,0,0,0,0,-428.1,-10.1,-7.9,-428.1,-12.4,-3.3,428.3,1.03,65966.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696308497619,0,1,4.36158,-0.36372,3.25173,2.88398,41.39329,96.38231,-0.36372,4.12854,1.35877,18.15154,95.03475,0,0,0,0,0,0,0,0,-425.5,-10.1,-7.8,-425.5,-12.3,-3.2,425.7,,62946.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696308561139,0,1,4.46717,0.71539,1.62166,4.1005,66.62349,66.19551,0.71539,3.1166,3.1194,44.29032,77.07217,0,0,0,0,0,0,0,0,-443.2,-10.5,-8.2,-443.2,-12.9,-3.3,443.4,1.36,191172.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696308898159,0,1,4.37516,-0.39987,3.05525,3.10605,45.22913,97.45644,-0.39987,4.04401,1.62114,21.74852,95.64701,0,0,0,0,0,0,0,0,-447.4,-10.6,-8.3,-447.4,-13.0,-3.4,447.6,1.64,215813.0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696309035219,0,1,4.40618,-0.12171,2.77316,3.42187,50.951,92.513,-0.12171,3.91546,2.01713,27.24495,91.78042,0,0,0,0,0,0,0,0,-446.2,-10.5,-8.3,-446.2,-12.9,-3.3,446.4,1.36,192949.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696309072119,0,1,4.1988,-1.19492,3.43436,2.09934,29.99902,109.18433,-1.19492,3.98899,0.53857,7.36954,106.67583,0,0,0,0,0,0,0,0,-443.9,-10.5,-8.2,-443.9,-12.9,-3.3,444.1,1.16,190350.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696309133619,0,1,4.24861,-2.2864,3.35596,1.24923,17.09958,124.26638,-2.2864,3.57473,-0.21061,-2.84142,122.60298,0,0,0,0,0,0,0,0,-475.0,-11.2,-8.8,-475.0,-13.8,-3.5,475.2,7.09,475937.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696309165159,0,1,4.16288,-2.25832,3.26279,1.25847,17.59622,124.68879,-2.25832,3.49314,-0.1659,-2.28392,122.88272,0,0,0,0,0,0,0,0,-472.4,-11.1,-8.9,-472.4,-13.8,-3.6,472.7,3.12,180086.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696309364159,0,1,4.23705,-2.04293,3.07725,2.07596,29.3375,123.57943,-2.04293,3.65497,0.64823,8.80027,119.20274,0,0,0,0,0,0,0,0,-444.7,-10.5,-8.1,-444.7,-12.9,-3.1,444.9,1.61,196779.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696309501219,0,1,4.35841,-1.89723,3.35948,2.02736,27.72059,119.45513,-1.89723,3.89398,0.48289,6.36115,115.97632,0,0,0,0,0,0,0,0,-441.5,-10.5,-8.0,-441.5,-12.8,-3.1,441.7,1.75,200385.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696309538119,0,1,4.47537,-1.90297,3.45328,2.11719,28.23415,118.85753,-1.90297,4.01647,0.52495,6.73614,115.35123,0,0,0,0,0,0,0,0,-444.3,-10.5,-8.2,-444.3,-12.9,-3.2,444.5,1.51,195807.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696309548659,0,1,4.33458,-1.59659,3.43719,2.10362,29.03284,114.91511,-1.59659,3.99631,0.51862,6.87167,111.77751,0,0,0,0,0,0,0,0,-444.7,-10.5,-8.2,-444.7,-12.9,-3.2,444.9,1.46,191721.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696309559199,0,1,4.43706,-1.87456,3.37035,2.19414,29.63702,119.08236,-1.87456,3.9723,0.62803,8.13706,115.26298,0,0,0,0,0,0,0,0,-443.7,-10.5,-8.2,-443.7,-12.9,-3.2,443.9,1.52,196009.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696309733159,0,1,4.29973,-1.72184,3.15891,2.35462,33.20392,118.5936,-1.72184,3.84651,0.85284,11.44035,114.11503,0,0,0,0,0,0,0,0,-442.9,-10.5,-8.1,-442.9,-12.9,-3.1,443.1,1.47,190480.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696309806699,0,1,4.39361,-1.18203,3.5617,2.28493,31.33605,108.35954,-1.18203,4.18588,0.6205,8.11888,105.76886,0,0,0,0,0,0,0,0,-426.9,-10.1,-7.9,-426.9,-12.4,-3.0,427.1,1.12,63893.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696309870219,0,1,4.4109,-1.54986,3.422,2.31168,31.60665,114.36633,-1.54986,4.07002,0.6992,9.12079,110.84682,0,0,0,0,0,0,0,0,-447.5,-10.6,-8.2,-447.5,-13.0,-3.2,447.7,1.45,194973.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696309907119,0,1,4.46594,-1.38078,3.57816,2.28797,30.81822,111.10114,-1.38078,4.20287,0.6115,7.86993,108.18703,0,0,0,0,0,0,0,0,-448.2,-10.6,-8.3,-448.2,-13.0,-3.2,448.4,1.78,222149.0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696310044179,0,1,4.47927,-1.65404,3.33741,2.48791,33.74015,116.36324,-1.65404,4.06726,0.88621,11.41112,112.13015,0,0,0,0,0,0,0,0,-445.5,-10.5,-8.3,-445.5,-13.0,-3.2,445.7,1.46,205191.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696310218139,0,1,4.24822,-1.43405,2.76107,2.89265,42.9146,117.44655,-1.43405,3.71278,1.4853,20.46466,111.11886,0,0,0,0,0,0,0,0,-443.8,-10.5,-8.2,-443.8,-12.9,-3.1,444.0,1.55,202305.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696310349219,0,1,4.08579,-0.87114,2.64307,2.99149,47.06847,108.24184,-0.87114,3.64899,1.61855,23.33717,103.42711,0,0,0,0,0,0,0,0,-442.0,-10.4,-8.2,-442.0,-12.9,-3.1,442.2,1.39,184484.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696310938219,0,1,4.29572,-1.39549,2.8065,2.93758,43.14438,116.43807,-1.39549,3.78544,1.47523,20.08531,110.23619,0,0,0,0,0,0,0,0,-444.8,-10.5,-8.2,-444.8,-13.0,-3.0,445.0,1.49,193784.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696311112179,0,1,4.13711,-1.0464,2.87311,2.78675,42.34541,110.01184,-1.0464,3.78467,1.30267,18.35331,105.45521,0,0,0,0,0,0,0,0,-443.7,-10.5,-8.2,-443.7,-13.0,-3.0,443.9,1.36,181685.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696311243699,0,1,4.08995,-1.5809,2.37242,2.93258,45.80916,123.6782,-1.5809,3.39585,1.64213,23.67228,114.96384,0,0,0,0,0,0,0,0,-425.0,-10.0,-7.9,-425.0,-12.4,-2.8,425.2,1.07,68434.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696311307219,0,1,4.29317,-1.65037,2.45944,3.10784,46.37782,123.86306,-1.65037,3.55056,1.76098,24.21624,114.92997,0,0,0,0,0,0,0,0,-443.5,-10.4,-8.1,-443.5,-12.9,-2.9,443.7,1.78,187113.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696311481179,0,1,4.27853,-1.8063,3.52245,1.6234,22.2984,117.14862,-1.8063,3.87831,-0.043,-0.5759,114.97353,0,0,0,0,0,0,0,0,-443.3,-10.5,-8.2,-443.3,-13.0,-2.9,443.5,1.75,186354.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696311637739,0,1,4.25627,-1.44347,2.77008,2.89118,42.78702,117.52367,-1.44347,3.7445,1.41809,19.46171,111.08115,0,0,0,0,0,0,0,0,-480.6,-11.3,-8.9,-480.6,-14.0,-3.1,480.9,6.36,424658.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696311792199,0,1,4.42967,-2.11923,2.92573,2.56338,35.35806,125.91737,-2.11923,3.74586,1.04852,13.69214,119.49915,0,0,0,0,0,0,0,0,-443.5,-10.5,-8.1,-443.5,-12.9,-2.8,443.7,2.4,193339.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696311850179,0,1,4.32494,-1.42571,3.14469,2.6045,37.02789,114.38807,-1.42571,3.96176,0.9884,13.21082,109.79211,0,0,0,0,0,0,0,0,-442.1,-10.4,-8.1,-442.1,-12.9,-2.8,442.3,1.58,184579.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696311966679,0,1,4.51726,-2.46418,3.19588,2.02972,26.7005,127.63404,-2.46418,3.75995,0.44297,5.62762,123.23993,0,0,0,0,0,0,0,0,-480.0,-11.3,-8.9,-480.0,-14.0,-3.1,480.2,6.36,421391.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696312017199,0,1,4.36224,-2.4841,3.13318,1.74402,23.56555,128.40875,-2.4841,3.57967,0.21064,2.76775,124.75866,0,0,0,0,0,0,0,0,-479.2,-11.3,-8.8,-479.2,-14.0,-3.0,479.4,6.54,433162.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696312270139,0,1,4.13542,-1.97675,3.17542,1.76376,25.24567,121.90294,-1.97675,3.62689,0.19958,2.76617,118.59158,0,0,0,0,0,0,0,0,-476.9,-11.2,-8.8,-476.9,-14.0,-3.0,477.1,6.73,462393.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696312295619,0,1,4.29261,-2.14099,3.19416,1.90788,26.38856,123.8332,-2.14099,3.70679,0.31995,4.27457,120.01008,0,0,0,0,0,0,0,0,-480.0,-11.3,-8.9,-480.0,-14.1,-3.1,480.3,6.37,420651.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696312327159,0,1,4.30216,-2.38684,3.06752,1.84443,25.38642,127.88655,-2.38684,3.56526,0.31695,4.22499,123.80115,0,0,0,0,0,0,0,0,-478.4,-11.2,-8.8,-478.4,-14.0,-3.0,478.6,6.66,438810.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696312346139,0,1,4.36546,-2.06575,3.1786,2.16481,29.72875,123.01951,-2.06575,3.80541,0.55565,7.31265,118.4951,0,0,0,0,0,0,0,0,-478.7,-11.3,-8.8,-478.7,-14.0,-3.0,478.9,6.6,444144.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696312384179,0,1,4.35062,-1.82961,3.20518,2.30375,31.97316,119.71896,-1.82961,3.8904,0.66727,8.82248,115.18705,0,0,0,0,0,0,0,0,-479.4,-11.3,-8.8,-479.4,-14.0,-3.0,479.6,6.32,414002.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696312723139,0,1,4.36276,-1.67717,3.05764,2.62136,36.93083,118.74559,-1.67717,3.90075,1.00243,13.28354,113.26586,0,0,0,0,0,0,0,0,-444.0,-10.5,-8.2,-444.0,-13.0,-2.7,444.2,2.18,193778.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696312733679,0,1,4.21048,-1.59944,3.24069,2.16053,30.87266,116.26864,-1.59944,3.86163,0.50767,6.92514,112.49873,0,0,0,0,0,0,0,0,-443.8,-10.5,-8.2,-443.8,-13.0,-2.7,444.0,1.6,185743.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696312918179,0,1,4.26015,-1.74918,2.8792,2.60757,37.74035,121.27963,-1.74918,3.73688,1.06061,14.4161,115.0836,0,0,0,0,0,0,0,0,-443.5,-10.4,-8.2,-443.5,-13.0,-2.7,443.7,1.91,179618.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696313032659,0,1,4.20596,-1.2661,2.12226,3.4034,54.01625,120.81955,-1.2661,3.41399,2.10518,30.03458,110.34768,0,0,0,0,0,0,0,0,-409.0,-9.6,-7.6,-409.0,-12.0,-2.6,409.1,,21670.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696313074219,0,1,4.17552,-1.25122,2.44333,3.14636,48.89658,117.11686,-1.25122,3.58813,1.73054,24.48457,109.22427,0,0,0,0,0,0,0,0,-441.6,-10.4,-8.1,-441.6,-12.9,-2.6,441.8,4.07,116573.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696313430239,0,1,4.21358,-2.19072,1.90319,3.05499,46.47158,139.0175,-2.19072,3.0712,1.87691,26.45164,125.50061,0,0,0,0,0,0,0,0,-443.1,-10.5,-8.2,-443.1,-13.0,-2.6,443.3,2.33,189728.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696313467139,0,1,4.28135,-1.46014,1.70108,3.6475,58.42453,130.64145,-1.46014,3.15733,2.49584,35.65879,114.8187,0,0,0,0,0,0,0,0,-443.0,-10.4,-8.2,-443.0,-13.0,-2.6,443.2,1.73,191156.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696313505179,0,1,4.19225,-2.91511,2.70458,1.32754,18.46137,137.14543,-2.91511,3.01269,-0.02897,-0.39598,134.05692,0,0,0,0,0,0,0,0,-477.1,-11.2,-8.8,-477.1,-14.0,-2.8,477.3,6.75,462105.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696313524159,0,1,4.42154,-2.53468,2.86233,2.22091,30.15188,131.5259,-2.53468,3.55511,0.69756,9.07717,125.48771,0,0,0,0,0,0,0,0,-479.2,-11.3,-8.8,-479.2,-14.0,-2.8,479.4,6.45,439781.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696313650759,0,1,4.76354,-1.38233,2.60805,3.73879,51.70923,117.92463,-1.38233,4.01315,2.1622,26.99454,109.00624,0,0,0,0,0,0,0,0,-480.4,-11.3,-8.9,-480.4,-14.1,-2.8,480.6,6.71,429982.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696313669739,0,1,4.64768,-1.14495,2.58376,3.68975,52.55053,113.8998,-1.14495,3.96981,2.12854,27.25678,106.08837,0,0,0,0,0,0,0,0,-482.3,-11.3,-8.9,-482.3,-14.1,-2.8,482.5,6.36,425606.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
